
5.22006727523031E-02,5.95169151855964E-02,0.045890140085384,5.56856479707627E-02,4.53436976641514E-02
5.40261205204786E-02,0.05423095960897,5.48502388909228E-02,6.10026545818432E-02,5.10789416545447E-02
4.75242785325754E-02,4.44740132311172E-02,4.35274097975098E-02,5.09407745072026E-02,3.98183463480574E-02
3.58826982121745E-02,0.037713217833863,3.45492203652852E-02,4.05636499789766E-02,3.45259408798516E-02
3.00588231194593E-02,3.58605504487345E-02,0.031968645159765,3.58802740466469E-02,3.53248736166311E-02
4.06037590939277E-02,3.79157234938669E-02,3.30753767857947E-02,3.83584503941802E-02,3.48095773619353E-02
4.21708772568327E-02,3.85316359384814E-02,3.16863962712119E-02,3.24094259083319E-02,3.20715273512405E-02
3.75704024262495E-02,3.73805702954937E-02,3.11848101603348E-02,2.86112408619674E-02,3.03722974824006E-02
3.30369845632788E-02,3.58895030882681E-02,3.39479127325826E-02,3.47873078008801E-02,3.19694234974928E-02
3.27649704559577E-02,3.84978557687012E-02,3.58804116812082E-02,4.20195078708214E-02,3.46997800704002E-02
3.57820101667729E-02,4.16333855596755E-02,3.46794590164822E-02,4.22473410064153E-02,3.75281194344247E-02
3.77420936862499E-02,4.22452272687768E-02,3.13868176962068E-02,3.57363295992965E-02,3.81783690148669E-02
2.86711432044559E-02,3.69919534016899E-02,3.06301939979923E-02,3.13256873275869E-02,3.16755301951526E-02
2.90722071258603E-02,3.40699853111016E-02,3.18459213623521E-02,3.07529087692365E-02,3.11227881128124E-02
0.036255494187831,3.65288682569127E-02,3.49613838891625E-02,3.43997390433694E-02,3.41481892873121E-02
3.84787311213195E-02,4.37464887124254E-02,3.90563283330111E-02,4.05630636072978E-02,3.28561138313909E-02
3.42940413246465E-02,3.89494074748483E-02,3.43467862932567E-02,3.80977771720241E-02,3.33617392549863E-02
2.83217101431972E-02,3.17263109415023E-02,2.76580711594005E-02,3.28727029120777E-02,3.37880134219342E-02
2.48687243799587E-02,3.10970143206836E-02,2.56666300456338E-02,3.10724570491035E-02,3.20581113198249E-02
2.22682702789948E-02,2.89781737745365E-02,2.47800012480843E-02,3.01450702370825E-02,2.87031186256187E-02
2.34306887518347E-02,2.79848833151715E-02,2.60694622672157E-02,0.029427771190831,2.84619186386102E-02
0.027211272896372,2.78692470954931E-02,2.77854613027641E-02,2.77352041081953E-02,3.02047720412257E-02
2.64563379903022E-02,2.31441774082058E-02,2.30910923195084E-02,2.21912014670491E-02,2.34853074003475E-02
2.68966345427904E-02,2.56360865618671E-02,2.34924478454371E-02,2.03146254144347E-02,2.38193394564374E-02
2.83541890144779E-02,3.19424063149795E-02,2.82763711172604E-02,2.33133430040367E-02,2.81367406193597E-02
2.84362993895084E-02,3.23205093010715E-02,3.13455788684469E-02,2.91515666867093E-02,2.60327299846362E-02
2.87679406661479E-02,2.93270652276295E-02,2.95120358655243E-02,3.20284260601247E-02,2.60337171969963E-02
2.79044133034005E-02,2.60885373160529E-02,2.65521537031056E-02,2.95684990055697E-02,2.60755970184109E-02
2.48950433819086E-02,2.49351163474591E-02,2.60116902606811E-02,2.30220674070435E-02,2.39351803113451E-02
2.20048180665182E-02,2.43088842776637E-02,2.51175799674255E-02,2.32615400416121E-02,2.36977974921109E-02
2.19318987906529E-02,2.62710133618863E-02,2.53906834341338E-02,2.78533713811305E-02,2.44129733679992E-02
2.41890178612399E-02,2.95989111959493E-02,2.62997666234376E-02,3.19087186523548E-02,2.48104801095265E-02
2.34989590395116E-02,0.027401135670462,2.36095409840188E-02,2.59333714673866E-02,2.29480742533609E-02
2.22988037875868E-02,0.025801545746956,2.13516407606254E-02,2.31526036826461E-02,2.23478638235382E-02
2.12632627030195E-02,0.024800094919764,2.05133158295982E-02,2.44863651456749E-02,2.29150176029722E-02
2.06417348544717E-02,2.19660488234735E-02,2.07897131212112E-02,0.025117111735106,2.28734517893784E-02
2.49581681413474E-02,0.025683897127075,2.27865921021235E-02,2.76092462588349E-02,2.43620216868825E-02
2.86401730534401E-02,2.94985285627092E-02,2.38800568135576E-02,2.84510657692936E-02,2.65096508298003E-02
2.65794382957313E-02,2.72833165725455E-02,2.22880469601854E-02,2.52177311256709E-02,2.77024645650121E-02
2.42266166844745E-02,2.77385637656741E-02,2.23316691686774E-02,2.48768341100882E-02,2.54193533533535E-02
2.25049948205633E-02,2.76118174169073E-02,2.32263446758304E-02,0.024738474354581,2.30308857207874E-02
2.18228903982869E-02,2.56661856645223E-02,2.38549557005743E-02,2.35151591323333E-02,2.25711198359477E-02
2.25392395086296E-02,2.51585090062161E-02,2.26708297009451E-02,2.31267761892496E-02,2.39675147892693E-02
2.33958413407497E-02,2.49788850198253E-02,2.23017856165606E-02,2.34415283466754E-02,2.40291351384215E-02
2.37030473954882E-02,2.48218142949712E-02,2.28462222074949E-02,2.37783708520739E-02,2.31138307134082E-02
0.023077677604322,2.47401237261514E-02,2.29145064923512E-02,2.30337744318993E-02,2.37571241501474E-02
2.07753692835358E-02,2.35711285166291E-02,2.25300337204369E-02,0.022180927422122,2.29550240025267E-02
1.99248082383947E-02,2.31685092623854E-02,2.27781837713849E-02,2.25205872011879E-02,2.24550608350102E-02
2.30013583717959E-02,2.49991782397443E-02,2.42752330618128E-02,2.44912013910641E-02,2.41067402111908E-02
0.02396079342715,2.41814283048924E-02,2.34581808223262E-02,2.34098370070864E-02,2.39261247586651E-02
2.29623083225892E-02,2.25672824045423E-02,0.021836791167624,2.16925670776841E-02,2.26667415840811E-02
2.12228992868011E-02,0.021867295178647,2.08939741532838E-02,2.12686928506654E-02,2.14894469365249E-02
2.10336661725304E-02,0.022702766339133,2.15438341183683E-02,2.22663449607913E-02,2.17739005895474E-02
2.13799792329862E-02,2.29969185574734E-02,2.16293531590965E-02,2.26011941449433E-02,2.19560206317422E-02
2.13618031204685E-02,2.24392957622491E-02,2.08316337806106E-02,2.19022407839909E-02,2.14790853468153E-02
1.99290821888336E-02,2.20757913843219E-02,2.02140210749292E-02,2.10881298791666E-02,2.04418115213772E-02
2.08699082104975E-02,2.22169440952803E-02,2.09796892856654E-02,2.13447761946344E-02,2.10318539307032E-02
2.23148673423125E-02,2.24859759648213E-02,2.18510970776766E-02,2.18475692080537E-02,2.25386222408766E-02
2.12558247797315E-02,2.22884619647702E-02,0.021081311390224,2.13432456541746E-02,2.32533751334516E-02
2.03957635268601E-02,2.12723226998378E-02,1.98785911320118E-02,0.020764820008743,2.11008547079957E-02
2.05347855705195E-02,2.08605569140325E-02,1.97890984166056E-02,2.07454287121188E-02,2.00851818442886E-02
2.14306673320891E-02,2.16155410758993E-02,2.10680864666961E-02,2.12963692818703E-02,2.19754359267938E-02
2.06273816745741E-02,2.12873316369961E-02,2.04512502373788E-02,2.08032729393916E-02,2.04463465661813E-02
1.98992559248545E-02,2.07313651394496E-02,1.96295398190298E-02,2.05908459279035E-02,1.96979721698428E-02
1.99306039714244E-02,2.05551291763467E-02,1.95770755105634E-02,2.09744173755499E-02,2.07888945215694E-02
2.02684978079698E-02,2.12383999249165E-02,2.07160212867812E-02,2.11965078794452E-02,2.12859203340713E-02
0.02048385750924,2.14548273090032E-02,0.020907650886422,0.020781508412696,2.15649027551663E-02
2.05155540525524E-02,0.021254160936023,2.03615391580291E-02,2.02857327658698E-02,2.15037278123468E-02
2.04846258639035E-02,2.12383900959488E-02,0.020229859601164,2.06280107288574E-02,2.09412074700522E-02
2.04763676187669E-02,2.14584202807464E-02,2.03160924540531E-02,2.04682307803632E-02,0.020660083117025
2.06719078595776E-02,2.16230112030706E-02,2.05206976553565E-02,2.03812727508093E-02,0.020968352966244
2.10504911826605E-02,2.15038217397596E-02,2.07203308914735E-02,2.08122188287165E-02,2.17256431264873E-02
2.07427319293073E-02,2.13658564296489E-02,0.020688771641705,0.020300210920164,0.021457415313852
2.04153970129533E-02,2.11618393417869E-02,2.07650738304571E-02,1.99659538384591E-02,2.12209082164775E-02
2.03670577630692E-02,2.09307594782745E-02,2.09192798436235E-02,2.03247650746437E-02,0.021467438253134
2.01936500607204E-02,2.08436394109921E-02,2.02901111807718E-02,2.08661281576864E-02,2.15239310752711E-02
0.020235358343266,2.12250418693791E-02,2.06174056864498E-02,2.12912123729688E-02,2.16626494209958E-02
2.05111158116168E-02,2.17472249758199E-02,2.13948941701847E-02,2.13629770931926E-02,2.18023512415435E-02
2.08512944297364E-02,2.16462060146617E-02,2.07151066760191E-02,2.08951382253906E-02,2.16625218653547E-02
2.07293955388058E-02,2.15823759310206E-02,2.04200942743205E-02,0.0207007878755,2.15261243399137E-02
2.06606381976603E-02,2.15160642666223E-02,2.06130789527877E-02,2.09341492418116E-02,2.14516216540591E-02
2.11568201658818E-02,2.13100048228296E-02,2.09266205400877E-02,0.021429085553378,2.14101976823178E-02
2.06497748356372E-02,2.12955551574302E-02,2.09236790271732E-02,2.12475437242332E-02,2.11046690203447E-02
2.05624966226728E-02,2.16128377161144E-02,2.09408836078249E-02,2.10500575040401E-02,2.12117534031787E-02
2.15039414328303E-02,2.21268246582446E-02,2.12050754885327E-02,2.12694397989046E-02,2.19270182790036E-02
2.14220235418183E-02,2.20673021953116E-02,2.15313278055822E-02,2.14415773641516E-02,2.21002787383408E-02
2.11461051232809E-02,2.18721074654689E-02,2.17148000895361E-02,2.15136409208033E-02,2.19872837709334E-02
0.02104789885887,2.17819275264033E-02,2.16916771565283E-02,2.14617701498626E-02,2.18235679090064E-02
2.10870790049299E-02,2.18665075872221E-02,2.14993636060517E-02,2.12536883587982E-02,2.18670351891678E-02
0.021294357807957,2.22015828216612E-02,2.17913550631165E-02,2.15582623224361E-02,2.20875302217008E-02
2.15402971064083E-02,2.25511138196833E-02,2.22822640765473E-02,2.19882477657396E-02,2.22682134605571E-02
2.16359658638666E-02,2.25696926979363E-02,0.022319902662179,2.17886960416496E-02,2.21470308608884E-02
0.021610703861306,2.24223700017867E-02,2.20610052159575E-02,2.16978667838222E-02,2.22263925978043E-02
2.16246053653059E-02,2.24636336619979E-02,2.20450371450437E-02,2.18041716553312E-02,2.24813240406093E-02
0.021816970634723,2.28644278822721E-02,2.25502264576196E-02,2.20637290600232E-02,2.27743674503316E-02
2.22387315773486E-02,2.30058133742438E-02,2.26085600878825E-02,0.022474243583461,2.29581635066947E-02
2.22623365109601E-02,2.27988003195838E-02,2.22593365066603E-02,0.0224291201478,2.28505436524934E-02
2.18417484874145E-02,2.24744125287521E-02,2.18676517723949E-02,2.19059827234801E-02,2.25804416963065E-02
2.19785806744791E-02,2.28671575567283E-02,2.24471704262556E-02,2.19246761523889E-02,2.28998358902057E-02
2.22982021158829E-02,2.32804641620854E-02,2.28097073447105E-02,2.21270250387174E-02,2.30142317929611E-02
2.25810341508053E-02,2.33875590816901E-02,2.28305663773007E-02,0.022356687180325,2.29350395532436E-02
2.26389791192497E-02,2.30440963801053E-02,2.30390797478959E-02,2.25234784423197E-02,2.31783887185391E-02
2.26050656923575E-02,2.30836923354951E-02,2.31139846488665E-02,2.26397015924737E-02,2.32476413225384E-02
2.25631340115607E-02,0.023352334673542,2.30553328253485E-02,2.26742387307568E-02,2.31595586232745E-02
2.25855448590841E-02,2.34407014582251E-02,2.29609174402063E-02,2.26164496358499E-02,2.30902442241703E-02
