
6.99080667679438E-02,8.03962132994069E-02,6.40482470374865E-02,7.40000348869458E-02,6.44099775641904E-02,6.44099775641904E-02
7.80828573191257E-02,8.22467422511517E-02,7.81684307174622E-02,7.98711248644839E-02,7.61975370065444E-02,7.61975370065444E-02
6.65985199996565E-02,6.94898256191466E-02,7.30137508629475E-02,7.09644163908423E-02,6.65602841604405E-02,6.65602841604405E-02
5.87301193914345E-02,5.83794257951755E-02,6.68658098644195E-02,0.061646770309286,5.64161303369039E-02,5.64161303369039E-02
6.17159424483178E-02,5.63595091663044E-02,6.56366034624177E-02,5.94717576672918E-02,5.45447949879918E-02,5.45447949879918E-02
7.42964948865642E-02,6.49523347061906E-02,7.00354240798096E-02,6.73052432991565E-02,6.29935349007983E-02,6.29935349007983E-02
0.06871240274748,0.064125555687045,6.62154343796027E-02,6.34903809966661E-02,5.57410002285449E-02,5.57410002285449E-02
6.11661998840397E-02,5.92005597446166E-02,6.00520858843224E-02,0.058791960792703,0.049569487420915,0.049569487420915
6.44009579678265E-02,5.72648533296635E-02,0.058060306026024,6.14249022909094E-02,5.67039695488276E-02,5.67039695488276E-02
6.32303060668021E-02,6.03367675901269E-02,0.060621795182837,5.83419451878563E-02,0.05958299428269,0.05958299428269
5.88334023396718E-02,6.10188057658305E-02,6.25243075451464E-02,5.59632654706812E-02,5.73950469073581E-02,5.73950469073581E-02
5.45316905774863E-02,5.76443507666372E-02,6.12464313993597E-02,5.59878629922676E-02,5.27184551175298E-02,5.27184551175298E-02
0.056417060452819,5.43056708974588E-02,5.64628069994211E-02,5.42945233454985E-02,5.19605705374544E-02,5.19605705374544E-02
5.93799819163224E-02,5.62423992036393E-02,5.36490533488416E-02,5.67156532728203E-02,5.12657637586311E-02,5.12657637586311E-02
0.061323332608884,6.17528405991405E-02,5.61119791994321E-02,6.12753287474883E-02,5.30017500160759E-02,5.30017500160759E-02
6.12668311478625E-02,6.55991064634937E-02,6.45999154777367E-02,6.28566731315435E-02,6.02905920559834E-02,6.02905920559834E-02
0.061074739297618,6.06266258316751E-02,6.09532503217488E-02,5.87159004775646E-02,5.75636461923769E-02,5.75636461923769E-02
